"Region","RegionName","State","ForecastYoYPctChange","MSAName","CountyName","CityName"
"MSA","Bismarck, ND","ND",3.80890784209399,"Bismarck, ND",NA,NA
"MSA","Blacksburg, VA","VA",1.22930754897222,"Blacksburg, VA",NA,NA
"MSA","Bloomington, IN","IN",3.01151137535694,"Bloomington, IN",NA,NA
"MSA","Boise City, ID","ID",3.70281220565575,"Boise City, ID",NA,NA
"MSA","Boston, MA","MA",3.35690944150083,"Boston, MA",NA,NA
"MSA","Boulder, CO","CO",1.51604619579017,"Boulder, CO",NA,NA
"MSA","Bowling Green, KY","KY",3.72340336082449,"Bowling Green, KY",NA,NA
"MSA","Bremerton, WA","WA",3.3586489978413,"Bremerton, WA",NA,NA
"MSA","Stamford, CT","CT",-0.212956403316978,"Stamford, CT",NA,NA
"MSA","Brownsville, TX","TX",5.26885781514447,"Brownsville, TX",NA,NA
"MSA","Brunswick, GA","GA",2.74258823555457,"Brunswick, GA",NA,NA
"MSA","Buffalo, NY","NY",4.22506630470457,"Buffalo, NY",NA,NA
"MSA","Burlington, NC","NC",3.52018658409474,"Burlington, NC",NA,NA
"MSA","Canton, OH","OH",2.91502927684259,"Canton, OH",NA,NA
"MSA","Fort Myers, FL","FL",1.61058786497669,"Fort Myers, FL",NA,NA
"MSA","Cape Girardeau, MO","MO",4.44794618909789,"Cape Girardeau, MO",NA,NA
"MSA","Carson City, NV","NV",8.62545729898809,"Carson City, NV",NA,NA
"MSA","Casper, WY","WY",-0.242211723821842,"Casper, WY",NA,NA
"MSA","Cedar Rapids, IA","IA",2.67714774099011,"Cedar Rapids, IA",NA,NA
"MSA","Champaign-Urbana, IL","IL",2.48083650498968,"Champaign-Urbana, IL",NA,NA
"MSA","Charleston, WV","WV",2.18399054581861,"Charleston, WV",NA,NA
"MSA","Charlotte, NC","NC",3.87153221612078,"Charlotte, NC",NA,NA
"MSA","Charlottesville, VA","VA",3.23658617251224,"Charlottesville, VA",NA,NA
"MSA","Chattanooga, TN","TN",3.79835451708904,"Chattanooga, TN",NA,NA
"MSA","Cheyenne, WY","WY",3.6791877128318,"Cheyenne, WY",NA,NA
"MSA","Chicago, IL","IL",2.60113644107837,"Chicago, IL",NA,NA
"MSA","Chico, CA","CA",3.24520738911417,"Chico, CA",NA,NA
"MSA","Cincinnati, OH","OH",2.95585408743619,"Cincinnati, OH",NA,NA
"MSA","Clarksville, TN","TN",3.80809904474156,"Clarksville, TN",NA,NA
"MSA","Cleveland, TN","TN",2.79727515285062,"Cleveland, TN",NA,NA
"MSA","Cleveland, OH","OH",2.28125104016632,"Cleveland, OH",NA,NA
"MSA","College Station, TX","TX",4.5490327388316,"College Station, TX",NA,NA
"MSA","Colorado Springs, CO","CO",4.23227306638038,"Colorado Springs, CO",NA,NA
"MSA","Columbia, MO","MO",2.76864804477342,"Columbia, MO",NA,NA
"MSA","Columbia, SC","SC",3.33477217222014,"Columbia, SC",NA,NA
"MSA","Columbus, GA","GA",3.3385594422921,"Columbus, GA",NA,NA
"MSA","Columbus, IN","IN",2.93534340178027,"Columbus, IN",NA,NA
"MSA","Columbus, OH","OH",2.89864239640588,"Columbus, OH",NA,NA
"MSA","Corvallis, OR","OR",4.79438236061217,"Corvallis, OR",NA,NA
"MSA","Cumberland, MD","MD",3.50819393038721,"Cumberland, MD",NA,NA
"MSA","Dallas-Fort Worth, TX","TX",4.62505691334877,"Dallas-Fort Worth, TX",NA,NA
"MSA","Dalton, GA","GA",4.09510808308414,"Dalton, GA",NA,NA
"MSA","Danville, VA","VA",3.20449823497634,"Danville, VA",NA,NA
"MSA","Davenport, IL","IA",3.17804342180062,"Davenport, IA",NA,NA
"MSA","Dayton, OH","OH",2.34267958447581,"Dayton, OH",NA,NA
"MSA","Daytona Beach, FL","FL",3.67246999697137,"Daytona Beach, FL",NA,NA
"MSA","Denver, CO","CO",3.87803324860791,"Denver, CO",NA,NA
"MSA","Des Moines, IA","IA",2.67217054937197,"Des Moines, IA",NA,NA
"MSA","Detroit, MI","MI",2.42211843507586,"Detroit, MI",NA,NA
"MSA","Dover, DE","DE",0.792257058100923,"Dover, DE",NA,NA
"MSA","Duluth, MN","MN",3.6943852246021,"Duluth, MN",NA,NA
"MSA","Durham, NC","NC",3.88248993459098,"Durham, NC",NA,NA
"MSA","Eau Claire, WI","WI",3.54667855599542,"Eau Claire, WI",NA,NA
"MSA","El Centro, CA","CA",4.29634844285216,"El Centro, CA",NA,NA
"MSA","El Paso, TX","TX",3.14706745229846,"El Paso, TX",NA,NA
"MSA","Elizabethtown, KY","KY",4.14848896902012,"Elizabethtown, KY",NA,NA
"MSA","Elkhart, IN","IN",1.42436474027399,"Elkhart, IN",NA,NA
"MSA","Elmira, NY","NY",3.82042204879661,"Elmira, NY",NA,NA
"MSA","Erie, PA","PA",2.68834607919344,"Erie, PA",NA,NA
"MSA","Eugene, OR","OR",3.80940229789657,"Eugene, OR",NA,NA
"MSA","Evansville, IN","IN",2.71740564987497,"Evansville, IN",NA,NA
"MSA","Fairbanks, AK","AK",5.66229280095815,"Fairbanks, AK",NA,NA
"MSA","Fargo, ND","ND",2.6051568312462,"Fargo, ND",NA,NA
"MSA","Fayetteville, NC","NC",3.73067267950162,"Fayetteville, NC",NA,NA
"MSA","Fayetteville, AR","AR",3.95755341061445,"Fayetteville, AR",NA,NA
"MSA","Flagstaff, AZ","AZ",1.46175280892977,"Flagstaff, AZ",NA,NA
"MSA","Flint, MI","MI",2.18312145045648,"Flint, MI",NA,NA
"MSA","Florence, SC","SC",3.14966319421875,"Florence, SC",NA,NA
"MSA","Fond du Lac, WI","WI",2.60041834758051,"Fond du Lac, WI",NA,NA
"MSA","Fort Collins, CO","CO",3.8860966880957,"Fort Collins, CO",NA,NA
"MSA","Fort Smith, AR","AR",4.04027615384042,"Fort Smith, AR",NA,NA
"MSA","Fort Wayne, IN","IN",2.41362320656374,"Fort Wayne, IN",NA,NA
"MSA","Fresno, CA","CA",3.47845444399215,"Fresno, CA",NA,NA
"MSA","Gadsden, AL","AL",-0.739277602648061,"Gadsden, AL",NA,NA
"MSA","Gainesville, FL","FL",2.60365091444551,"Gainesville, FL",NA,NA
"MSA","Gainesville, GA","GA",2.65325831822597,"Gainesville, GA",NA,NA
"MSA","Glens Falls, NY","NY",2.47398389013727,"Glens Falls, NY",NA,NA
"MSA","Grand Junction, CO","CO",3.79902212381504,"Grand Junction, CO",NA,NA
"MSA","Grand Rapids, MI","MI",3.4251362810737,"Grand Rapids, MI",NA,NA
"MSA","Great Falls, MT","MT",3.27999200890065,"Great Falls, MT",NA,NA
"MSA","Greeley, CO","CO",5.16782716256691,"Greeley, CO",NA,NA
"MSA","Green Bay, WI","WI",3.85708746053099,"Green Bay, WI",NA,NA
"MSA","Greensboro, NC","NC",3.26889659652932,"Greensboro, NC",NA,NA
"MSA","Greenville, SC","SC",3.09599660571524,"Greenville, SC",NA,NA
"MSA","Gulfport, MS","MS",4.01135953762837,"Gulfport, MS",NA,NA
"MSA","Hagerstown, MD","WV",1.0228179670273,"Hagerstown, WV",NA,NA
"MSA","Hanford, CA","CA",7.4440189804061,"Hanford, CA",NA,NA
"MSA","Harrisburg, PA","PA",2.81858963193593,"Harrisburg, PA",NA,NA
"MSA","Harrisonburg, VA","VA",2.73129119504751,"Harrisonburg, VA",NA,NA
"MSA","Hartford, CT","CT",2.34126999649791,"Hartford, CT",NA,NA
"MSA","Hattiesburg, MS","MS",3.15034392761058,"Hattiesburg, MS",NA,NA
"MSA","Hickory, NC","NC",3.09960682515652,"Hickory, NC",NA,NA
"MSA","Hinesville, GA","GA",6.47101012167905,"Hinesville, GA",NA,NA
"MSA","Hot Springs, AR","AR",4.48581485833627,"Hot Springs, AR",NA,NA
"MSA","Houma, LA","LA",1.76645912098642,"Houma, LA",NA,NA
"MSA","Houston, TX","TX",4.05068345739933,"Houston, TX",NA,NA
"MSA","Huntington, WV","WV",3.91277037329744,"Huntington, WV",NA,NA
"MSA","Huntsville, AL","AL",2.93195344895005,"Huntsville, AL",NA,NA
"MSA","Idaho Falls, ID","ID",5.6093217096667,"Idaho Falls, ID",NA,NA
"MSA","Indianapolis, IN","IN",3.57637402445458,"Indianapolis, IN",NA,NA
"MSA","Ithaca, NY","NY",3.51528915602598,"Ithaca, NY",NA,NA
"MSA","Jackson, MI","MI",3.62740822263124,"Jackson, MI",NA,NA
"MSA","Jackson, MS","MS",3.6006668039663,"Jackson, MS",NA,NA
"MSA","Jackson, TN","TN",4.16767896199828,"Jackson, TN",NA,NA
"MSA","Jacksonville, FL","FL",3.54142188150851,"Jacksonville, FL",NA,NA
"MSA","Jacksonville, NC","NC",3.51454236306295,"Jacksonville, NC",NA,NA
"MSA","Janesville, WI","WI",3.02882303871471,"Janesville, WI",NA,NA
"MSA","Jefferson City, MO","MO",3.64762756521496,"Jefferson City, MO",NA,NA
"MSA","Johnson City, TN","TN",3.08236257313017,"Johnson City, TN",NA,NA
"MSA","Johnstown, PA","PA",0.335838378550416,"Johnstown, PA",NA,NA
"MSA","Jonesboro, AR","AR",6.63024502744585,"Jonesboro, AR",NA,NA
"MSA","Joplin, MO","MO",3.77608013232184,"Joplin, MO",NA,NA
"MSA","Kalamazoo, MI","MI",2.98059158198471,"Kalamazoo, MI",NA,NA
"MSA","Kankakee, IL","IL",3.1505993554159,"Kankakee, IL",NA,NA
"MSA","Kansas City, MO","MO",3.3574105816864,"Kansas City, MO",NA,NA
"MSA","Kennewick, WA","WA",5.9976216872187,"Kennewick, WA",NA,NA
"MSA","Killeen, TX","TX",3.83781241421275,"Killeen, TX",NA,NA
"MSA","Kingsport, TN","TN",2.87537015652425,"Kingsport, TN",NA,NA
"MSA","Kingston, NY","NY",5.71151681274314,"Kingston, NY",NA,NA
"MSA","Knoxville, TN","TN",3.66525405342202,"Knoxville, TN",NA,NA
"MSA","Kokomo, IN","IN",3.38139690736032,"Kokomo, IN",NA,NA
"MSA","La Crosse, WI","WI",2.86331998487204,"La Crosse, WI",NA,NA
"MSA","Lafayette, LA","LA",2.71318592222361,"Lafayette, LA",NA,NA
"MSA","Lake Charles, LA","LA",2.38406580787751,"Lake Charles, LA",NA,NA
"MSA","Lake Havasu City, AZ","AZ",0.855943518562572,"Lake Havasu City, AZ",NA,NA
"MSA","Lakeland, FL","FL",4.70675644239206,"Lakeland, FL",NA,NA
"MSA","Lancaster, PA","PA",2.49308503310895,"Lancaster, PA",NA,NA
"MSA","Lansing, MI","MI",3.34758437578573,"Lansing, MI",NA,NA
"MSA","Laredo, TX","TX",3.13360145221323,"Laredo, TX",NA,NA
"MSA","Las Cruces, NM","NM",3.75453096589882,"Las Cruces, NM",NA,NA
"MSA","Las Vegas, NV","NV",6.23736969353054,"Las Vegas, NV",NA,NA
"MSA","Lawrence, KS","KS",2.85880730429994,"Lawrence, KS",NA,NA
"MSA","Lebanon, PA","PA",4.21587649998819,"Lebanon, PA",NA,NA
"MSA","Lewiston, ID","ID",3.11404668668705,"Lewiston, ID",NA,NA
"MSA","Lexington, KY","KY",3.78931670233587,"Lexington, KY",NA,NA
"MSA","Lima, OH","OH",2.77671585801001,"Lima, OH",NA,NA
"MSA","Lincoln, NE","NE",3.88301559398743,"Lincoln, NE",NA,NA
"MSA","Little Rock, AR","AR",3.63707092548866,"Little Rock, AR",NA,NA
"MSA","Longview, WA","WA",4.63547513093537,"Longview, WA",NA,NA
"MSA","Louisville-Jefferson County, KY","KY",3.19988864515603,"Louisville/Jefferson County, KY",NA,NA
"MSA","Lynchburg, VA","VA",2.24851840325513,"Lynchburg, VA",NA,NA
"MSA","Macon, GA","GA",3.71394221863417,"Macon, GA",NA,NA
"MSA","Madera, CA","CA",7.89942850505941,"Madera, CA",NA,NA
"MSA","Madison, WI","WI",2.89432479629639,"Madison, WI",NA,NA
"MSA","Manchester, NH","NH",3.82766185822618,"Manchester, NH",NA,NA
"MSA","Mankato, MN","MN",2.19728228812748,"Mankato, MN",NA,NA
"MSA","Mansfield, OH","OH",2.86343951333211,"Mansfield, OH",NA,NA
"MSA","Medford, OR","OR",5.08989155748761,"Medford, OR",NA,NA
"MSA","Memphis, TN","TN",4.94742128180335,"Memphis, TN",NA,NA
"MSA","Merced, CA","CA",4.7446055088065,"Merced, CA",NA,NA
"MSA","Miami-Fort Lauderdale, FL","FL",1.13493534175902,"Miami-Fort Lauderdale, FL",NA,NA
"MSA","Midland, TX","TX",4.49216758880267,"Midland, TX",NA,NA
"MSA","Milwaukee, WI","WI",3.62875958962752,"Milwaukee, WI",NA,NA
"MSA","Minneapolis-St Paul, MN","MN",3.00067845260939,"Minneapolis-St Paul, MN",NA,NA
"MSA","Missoula, MT","MT",1.11301600459568,"Missoula, MT",NA,NA
"MSA","Mobile, AL","AL",2.51684604693415,"Mobile, AL",NA,NA
"MSA","Modesto, CA","CA",5.1100437311347,"Modesto, CA",NA,NA
"MSA","Monroe, MI","MI",2.17010585703203,"Monroe, MI",NA,NA
"MSA","Montgomery, AL","AL",3.74372908955148,"Montgomery, AL",NA,NA
"MSA","Morristown, TN","TN",3.50322969077461,"Morristown, TN",NA,NA
"MSA","Mount Vernon, WA","WA",6.00989301042365,"Mount Vernon, WA",NA,NA
"MSA","Muncie, IN","IN",3.02740169082962,"Muncie, IN",NA,NA
"MSA","Muskegon, MI","MI",2.86202965995767,"Muskegon, MI",NA,NA
"MSA","Myrtle Beach, SC","SC",3.86362577881487,"Myrtle Beach, SC",NA,NA
"MSA","Napa, CA","CA",1.17341044560027,"Napa, CA",NA,NA
"MSA","Naples, FL","FL",-0.185999601896331,"Naples, FL",NA,NA
"MSA","Nashville, TN","TN",3.83656135936853,"Nashville, TN",NA,NA
"MSA","New Haven, CT","CT",0.446569940822436,"New Haven, CT",NA,NA
"MSA","New York, NY","NY",4.65506528631908,"New York, NY",NA,NA
"MSA","Niles, MI","MI",3.89841097437648,"Niles, MI",NA,NA
"MSA","New London, CT","CT",3.28071803649893,"New London, CT",NA,NA
"MSA","Ocala, FL","FL",4.11560815492571,"Ocala, FL",NA,NA
"MSA","Ocean City, NJ","NJ",0.689785900964234,"Ocean City, NJ",NA,NA
"MSA","Ogden, UT","UT",3.65390574619675,"Ogden, UT",NA,NA
"MSA","Oklahoma City, OK","OK",0.169933767709674,"Oklahoma City, OK",NA,NA
"MSA","Olympia, WA","WA",3.67556107578551,"Olympia, WA",NA,NA
"MSA","Omaha, NE","NE",3.16835297940118,"Omaha, NE",NA,NA
"MSA","Orlando, FL","FL",4.37906291016336,"Orlando, FL",NA,NA
"MSA","Oshkosh, WI","WI",2.99275258966903,"Oshkosh, WI",NA,NA
"MSA","Ventura, CA","CA",2.07895076177971,"Ventura, CA",NA,NA
"MSA","Melbourne, FL","FL",3.53093824643165,"Melbourne, FL",NA,NA
"MSA","Panama City, FL","FL",2.44092565761624,"Panama City, FL",NA,NA
"MSA","Pensacola, FL","FL",3.96783218950256,"Pensacola, FL",NA,NA
"MSA","Peoria, IL","IL",3.11201229687698,"Peoria, IL",NA,NA
"MSA","Philadelphia, PA","PA",2.27896462818612,"Philadelphia, PA",NA,NA
"MSA","Phoenix, AZ","AZ",3.55453806822236,"Phoenix, AZ",NA,NA
"MSA","Pine Bluff, AR","AR",7.44295538134777,"Pine Bluff, AR",NA,NA
"MSA","Pittsburgh, PA","PA",2.69799661269136,"Pittsburgh, PA",NA,NA
"MSA","Pittsfield, MA","MA",2.59984994698691,"Pittsfield, MA",NA,NA
"MSA","Port St. Lucie, FL","FL",3.55862804765389,"Port St. Lucie, FL",NA,NA
"MSA","Portland, OR","OR",4.42987053033844,"Portland, OR",NA,NA
"MSA","Prescott, AZ","AZ",1.75796647563293,"Prescott, AZ",NA,NA
"MSA","Providence, RI","RI",4.1772450828451,"Providence, RI",NA,NA
"MSA","Provo, UT","UT",4.11734267895507,"Provo, UT",NA,NA
"MSA","Pueblo, CO","CO",6.3180669585768,"Pueblo, CO",NA,NA
"MSA","Punta Gorda, FL","FL",1.49720202865219,"Punta Gorda, FL",NA,NA
"MSA","Racine, WI","WI",4.31423563515465,"Racine, WI",NA,NA
"MSA","Raleigh, NC","NC",3.59136842667323,"Raleigh, NC",NA,NA
"MSA","Reading, PA","PA",4.14759441861348,"Reading, PA",NA,NA
"MSA","Redding, CA","CA",4.1175515802595,"Redding, CA",NA,NA
"MSA","Reno, NV","NV",3.46522555196494,"Reno, NV",NA,NA
"MSA","Richmond, VA","VA",2.96070119512729,"Richmond, VA",NA,NA
"MSA","Riverside, CA","CA",5.23043055801498,"Riverside, CA",NA,NA
"MSA","Roanoke, VA","VA",2.45941422593296,"Roanoke, VA",NA,NA
"MSA","Rochester, MN","MN",4.3544703724657,"Rochester, MN",NA,NA
"MSA","Rochester, NY","NY",1.18615548621439,"Rochester, NY",NA,NA
"MSA","Rockford, IL","IL",3.56295131155615,"Rockford, IL",NA,NA
"MSA","Rocky Mount, NC","NC",3.53641878825725,"Rocky Mount, NC",NA,NA
"MSA","Rome, GA","GA",3.12616931503468,"Rome, GA",NA,NA
"MSA","Sacramento, CA","CA",5.06054300479848,"Sacramento, CA",NA,NA
"MSA","Salem, OR","OR",6.44594921997113,"Salem, OR",NA,NA
"MSA","Salinas, CA","CA",5.17939328650795,"Salinas, CA",NA,NA
"MSA","Salisbury, MD","MD",2.63138856051226,"Salisbury, MD",NA,NA
"MSA","Salt Lake City, UT","UT",4.03719901573874,"Salt Lake City, UT",NA,NA
"MSA","San Angelo, TX","TX",3.63995879349229,"San Angelo, TX",NA,NA
"MSA","San Antonio, TX","TX",4.86372088966873,"San Antonio, TX",NA,NA
"MSA","San Diego, CA","CA",4.0664138491896,"San Diego, CA",NA,NA
"MSA","San Francisco, CA","CA",1.28681124439337,"San Francisco, CA",NA,NA
"MSA","San Jose, CA","CA",1.69560304570341,"San Jose, CA",NA,NA
"MSA","San Luis Obispo, CA","CA",4.67600922688481,"San Luis Obispo, CA",NA,NA
"MSA","Sandusky, OH","OH",2.50254729516311,"Sandusky, OH",NA,NA
"MSA","Santa Cruz, CA","CA",3.54334341771515,"Santa Cruz, CA",NA,NA
"MSA","Santa Fe, NM","NM",0.644842218637523,"Santa Fe, NM",NA,NA
"MSA","Santa Rosa, CA","CA",2.47718738393092,"Santa Rosa, CA",NA,NA
"MSA","Savannah, GA","GA",3.35955035693207,"Savannah, GA",NA,NA
"MSA","Scranton, PA","PA",3.27717957647069,"Scranton, PA",NA,NA
"MSA","Seattle, WA","WA",7.09597536912958,"Seattle, WA",NA,NA
"MSA","Vero Beach, FL","FL",4.7011632247061,"Vero Beach, FL",NA,NA
"MSA","Shreveport, LA","LA",2.16767110815627,"Shreveport, LA",NA,NA
"MSA","South Bend, IN","IN",1.80026161341556,"South Bend, IN",NA,NA
"MSA","Spartanburg, SC","SC",3.19248734710995,"Spartanburg, SC",NA,NA
"MSA","Spokane, WA","WA",4.46619727256895,"Spokane, WA",NA,NA
"MSA","Springfield, IL","IL",4.00783405066797,"Springfield, IL",NA,NA
"MSA","Springfield, MA","MA",3.34970601893753,"Springfield, MA",NA,NA
"MSA","Springfield, MO","MO",2.50962090813804,"Springfield, MO",NA,NA
"MSA","Springfield, OH","OH",2.70056352877973,"Springfield, OH",NA,NA
"MSA","St. George, UT","UT",3.2369987095113,"St. George, UT",NA,NA
"MSA","St. Louis, MO","MO",2.06080776968013,"St. Louis, MO",NA,NA
"MSA","State College, PA","PA",2.96088643945407,"State College, PA",NA,NA
"MSA","Stockton, CA","CA",6.95622469900361,"Stockton, CA",NA,NA
"MSA","Sumter, SC","SC",3.3173374158933,"Sumter, SC",NA,NA
"MSA","Syracuse, NY","NY",2.27769985012368,"Syracuse, NY",NA,NA
"MSA","Tallahassee, FL","FL",3.03050951733157,"Tallahassee, FL",NA,NA
"MSA","Tampa, FL","FL",3.22506487347276,"Tampa, FL",NA,NA
"MSA","Terre Haute, IN","IN",3.40504447363064,"Terre Haute, IN",NA,NA
"MSA","Texarkana, TX","TX",4.51258987481409,"Texarkana, TX",NA,NA
"MSA","Toledo, OH","OH",1.91330106770605,"Toledo, OH",NA,NA
"MSA","Topeka, KS","KS",4.00963884256481,"Topeka, KS",NA,NA
"MSA","Trenton, NJ","NJ",0.777127779254364,"Trenton, NJ",NA,NA
"MSA","Tucson, AZ","AZ",4.60856607057416,"Tucson, AZ",NA,NA
"MSA","Tulsa, OK","OK",0.671281147399595,"Tulsa, OK",NA,NA
"MSA","Tuscaloosa, AL","AL",-7.95526119729374,"Tuscaloosa, AL",NA,NA
"MSA","Valdosta, GA","GA",3.37831817354919,"Valdosta, GA",NA,NA
"MSA","Vallejo, CA","CA",4.64406664041224,"Vallejo, CA",NA,NA
"MSA","Vineland, NJ","NJ",0.256048495493208,"Vineland, NJ",NA,NA
"MSA","Virginia Beach, VA","VA",1.87689451220413,"Virginia Beach, VA",NA,NA
"MSA","Visalia, CA","CA",4.66744552882403,"Visalia, CA",NA,NA
"MSA","Warner Robins, GA","GA",3.70122033623851,"Warner Robins, GA",NA,NA
"MSA","Washington, DC","VA",0.175065921301842,"Washington, VA",NA,NA
"MSA","Wenatchee, WA","WA",5.66070676126972,"Wenatchee, WA",NA,NA
"MSA","Wheeling, OH","OH",3.62983499145362,"Wheeling, OH",NA,NA
"MSA","Wilmington, NC","NC",1.60376405265548,"Wilmington, NC",NA,NA
"MSA","Winchester, VA","VA",1.64623892179497,"Winchester, VA",NA,NA
"MSA","Winston-Salem, NC","NC",3.30536405596828,"Winston-Salem, NC",NA,NA
"MSA","Worcester, MA","MA",3.58644136854735,"Worcester, MA",NA,NA
"MSA","Yakima, WA","WA",5.98015655839481,"Yakima, WA",NA,NA
"MSA","York, PA","PA",2.34037401316585,"York, PA",NA,NA
"MSA","Youngstown, OH","OH",2.11505597482568,"Youngstown, OH",NA,NA
"MSA","Yuba City, CA","CA",6.41659547266765,"Yuba City, CA",NA,NA
"MSA","Yuma, AZ","AZ",6.85267784576975,"Yuma, AZ",NA,NA
"MSA","Bloomington, IL","IL",4.01457119843758,"Bloomington, IL",NA,NA
"MSA","Crestview-Fort Walton Beach-Destin, FL","FL",1.76931609175694,"Crestview-Fort Walton Beach-Destin, FL",NA,NA
"MSA","Holland, MI","MI",2.35402590096347,"Holland, MI",NA,NA
"MSA","Lafayette-West Lafayette, IN","IN",2.83588547879016,"Lafayette-West Lafayette, IN",NA,NA
"MSA","Los Angeles-Long Beach-Anaheim, CA","CA",1.48403584589231,"Los Angeles-Long Beach-Anaheim, CA",NA,NA
"MSA","North Port-Sarasota-Bradenton, FL","FL",-0.0863565569681515,"North Port-Sarasota-Bradenton, FL",NA,NA
"MSA","Santa Maria-Santa Barbara, CA","CA",1.88137112969211,"Santa Maria-Santa Barbara, CA",NA,NA
"MSA","Urban Honolulu, HI","HI",2.77805375482497,"Urban Honolulu, HI",NA,NA
"County","Ada","ID",3.77251471775811,"Boise City, ID","Ada",NA
"County","Bay","FL",2.48247414578853,"Panama City, FL","Bay",NA
"County","Bay","MI",4.21901929061973,"Bay City, MI","Bay",NA
"County","Gem","ID",3.06269100847777,"Boise City, ID","Gem",NA
"County","Lee","FL",1.61058786497667,"Fort Myers, FL","Lee",NA
"County","Lee","GA",3.67544919191233,"Albany, GA","Lee",NA
"County","Bell","TX",3.82123688888515,"Killeen, TX","Bell",NA
"County","Bibb","GA",3.06264185420613,"Macon, GA","Bibb",NA
"County","Cass","MI",2.30902360579275,"South Bend, MI","Cass",NA
"County","Cass","MO",2.99891515791846,"Kansas City, MO","Cass",NA
"County","Cass","ND",3.07674365749385,"Fargo, ND","Cass",NA
"County","Clay","FL",2.9910303492788,"Jacksonville, FL","Clay",NA
"County","Clay","IN",3.55370350039652,"Terre Haute, IN","Clay",NA
"County","Clay","MN",1.91326584914714,"Fargo, MN","Clay",NA
"County","Clay","MO",3.11990351154778,"Kansas City, MO","Clay",NA
"County","Cobb","GA",4.48223538061522,"Atlanta, GA","Cobb",NA
"County","Cole","MO",3.30055944237786,"Jefferson City, MO","Cole",NA
"County","Cook","IL",2.90090176998739,"Chicago, IL","Cook",NA
"County","Dane","WI",2.87687628980573,"Madison, WI","Dane",NA
"County","Erie","OH",2.50254729516311,"Sandusky, OH","Erie",NA
"County","Erie","PA",2.68834607919344,"Erie, PA","Erie",NA
"County","Hall","GA",2.65325831822599,"Gainesville, GA","Hall",NA
"County","Hays","TX",2.78044873854968,"Austin, TX","Hays",NA
"County","Hoke","NC",3.64377960122485,"Fayetteville, NC","Hoke",NA
"County","Hunt","TX",4.72734877696148,"Dallas-Fort Worth, TX","Hunt",NA
"County","Kane","IL",2.69746929326986,"Chicago, IL","Kane",NA
"County","Kent","DE",0.792257058100939,"Dover, DE","Kent",NA
"County","Kent","MI",3.67262386461913,"Grand Rapids, MI","Kent",NA
"County","Kent","RI",4.14407485959904,"Providence, RI","Kent",NA
"County","Kern","CA",3.8901588258031,"Bakersfield, CA","Kern",NA
"County","King","WA",8.07774430205127,"Seattle, WA","King",NA
"County","Lake","FL",4.07653273785527,"Orlando, FL","Lake",NA
"County","Lake","IL",1.42342923854739,"Chicago, IL","Lake",NA
"County","Lake","IN",1.77755027999593,"Chicago, IN","Lake",NA
"County","Lake","OH",1.62576797884285,"Cleveland, OH","Lake",NA
"County","Lane","OR",3.80940229789657,"Eugene, OR","Lane",NA
"County","Leon","FL",3.23007702498866,"Tallahassee, FL","Leon",NA
